"Target","Indicator","Indicator Name","2012","2013","2014","2015","2016","2017","2018","2019","2020","2021","2022"
"4.3","4.3.2","Gross enrolment ratio for tertiary education, both sexes (%)","69.77","79.56","86.94","95.31","103.58","109.55","113.22","115.04","117.11","",""
"4.3","4.3.2","Gross enrolment ratio for tertiary education, male (%)","75.30","85.57","93.04","101.67","110.55","116.44","119.18","118.56","118.79","",""
"4.3","4.3.2","Gross enrolment ratio for tertiary education, female (%)","64.12","73.41","80.70","88.79","96.41","102.44","107.05","111.39","115.36","",""
"4.3","4.3.2","Gross attendance ratio for tertiary education, rural, poorest quintile, male (%)","","","11.16","","","","","","","",""
"4.3","4.3.2","Gross attendance ratio for tertiary education, fourth quintile, female (%)","","","44.55","","","","","","","",""
"4.3","4.3.2","Gross attendance ratio for tertiary education, urban, male (%)","","","44.72","","","","","","","",""
"4.3","4.3.2","Gross attendance ratio for tertiary education, female (%)","","","30.23","","","","","","","",""
"4.3","4.3.2","Gross attendance ratio for tertiary education, urban, poorest quintile, female (%)","","","3.46","","","","","","","",""
"4.3","4.3.2","Gross attendance ratio for tertiary education, middle quintile, female (%)","","","28.21","","","","","","","",""
"4.3","4.3.2","Gross attendance ratio for tertiary education, second quintile, female (%)","","","16.63","","","","","","","",""
"4.3","4.3.2","Gross attendance ratio for tertiary education, urban, richest quintile, both sexes (%)","","","67.23","","","","","","","",""
"4.3","4.3.2","Gross attendance ratio for tertiary education, urban, both sexes (%)","","","40.07","","","","","","","",""
"4.3","4.3.2","Gross attendance ratio for tertiary education, rural, richest quintile, female (%)","","","0.00","","","","","","","",""
"4.3","4.3.2","Gross attendance ratio for tertiary education, rural, male (%)","","","17.82","","","","","","","",""
"4.3","4.3.2","Gross attendance ratio for tertiary education, urban, richest quintile, male (%)","","","72.94","","","","","","","",""
"4.3","4.3.2","Gross attendance ratio for tertiary education, urban, middle quintile, male (%)","","","35.55","","","","","","","",""
"4.3","4.3.2","Gross attendance ratio for tertiary education, poorest quintile, male (%)","","","8.73","","","","","","","",""
"4.3","4.3.2","Gross attendance ratio for tertiary education, urban, fourth quintile, both sexes (%)","","","52.78","","","","","","","",""
"4.3","4.3.2","Gross attendance ratio for tertiary education, rural, richest quintile, both sexes (%)","","","0.00","","","","","","","",""
"4.3","4.3.2","Gross attendance ratio for tertiary education, rural, richest quintile, male (%)","","","0.00","","","","","","","",""
"4.3","4.3.2","Gross attendance ratio for tertiary education, fourth quintile, male (%)","","","59.19","","","","","","","",""
"4.3","4.3.2","Gross attendance ratio for tertiary education, richest quintile, both sexes (%)","","","67.27","","","","","","","",""
"4.3","4.3.2","Gross attendance ratio for tertiary education, rural, fourth quintile, both sexes (%)","","","39.73","","","","","","","",""
"4.3","4.3.2","Gross attendance ratio for tertiary education, urban, second quintile, female (%)","","","18.90","","","","","","","",""
"4.3","4.3.2","Gross attendance ratio for tertiary education, urban, second quintile, both sexes (%)","","","20.39","","","","","","","",""
"4.3","4.3.2","Gross attendance ratio for tertiary education, urban, fourth quintile, male (%)","","","60.00","","","","","","","",""
"4.3","4.3.2","Gross attendance ratio for tertiary education, richest quintile, male (%)","","","73.24","","","","","","","",""
"4.3","4.3.2","Gross attendance ratio for tertiary education, rural, middle quintile, female (%)","","","22.36","","","","","","","",""
"4.3","4.3.2","Gross attendance ratio for tertiary education, rural, fourth quintile, male (%)","","","0.00","","","","","","","",""
"4.3","4.3.2","Gross attendance ratio for tertiary education, urban, female (%)","","","35.07","","","","","","","",""
"4.3","4.3.2","Gross attendance ratio for tertiary education, urban, middle quintile, both sexes (%)","","","32.41","","","","","","","",""
"4.3","4.3.2","Gross attendance ratio for tertiary education, urban, middle quintile, female (%)","","","29.05","","","","","","","",""
"4.3","4.3.2","Gross attendance ratio for tertiary education, middle quintile, both sexes (%)","","","31.81","","","","","","","",""
"4.3","4.3.2","Gross attendance ratio for tertiary education, second quintile, both sexes (%)","","","19.11","","","","","","","",""
"4.3","4.3.2","Gross attendance ratio for tertiary education, rural, second quintile, male (%)","","","21.07","","","","","","","",""
"4.3","4.3.2","Gross attendance ratio for tertiary education, urban, second quintile, male (%)","","","21.96","","","","","","","",""
"4.3","4.3.2","Gross attendance ratio for tertiary education, rural, poorest quintile, female (%)","","","4.80","","","","","","","",""
"4.3","4.3.2","Gross attendance ratio for tertiary education, rural, female (%)","","","11.08","","","","","","","",""
"4.3","4.3.2","Gross attendance ratio for tertiary education, urban, poorest quintile, both sexes (%)","","","4.81","","","","","","","",""
"4.3","4.3.2","Gross attendance ratio for tertiary education, richest quintile, female (%)","","","60.77","","","","","","","",""
"4.3","4.3.2","Gross attendance ratio for tertiary education, poorest quintile, both sexes (%)","","","6.46","","","","","","","",""
"4.3","4.3.2","Gross attendance ratio for tertiary education, rural, poorest quintile, both sexes (%)","","","7.70","","","","","","","",""
"4.3","4.3.2","Gross attendance ratio for tertiary education, urban, richest quintile, female (%)","","","60.89","","","","","","","",""
"4.3","4.3.2","Gross attendance ratio for tertiary education, rural, second quintile, female (%)","","","8.22","","","","","","","",""
"4.3","4.3.2","Gross attendance ratio for tertiary education, fourth quintile, both sexes (%)","","","52.26","","","","","","","",""
"4.3","4.3.2","Gross attendance ratio for tertiary education, rural, second quintile, both sexes (%)","","","14.17","","","","","","","",""
"4.3","4.3.2","Gross attendance ratio for tertiary education, second quintile, male (%)","","","21.78","","","","","","","",""
"4.3","4.3.2","Gross attendance ratio for tertiary education, rural, middle quintile, male (%)","","","33.00","","","","","","","",""
"4.3","4.3.2","Gross attendance ratio for tertiary education, rural, both sexes (%)","","","14.09","","","","","","","",""
"4.3","4.3.2","Gross attendance ratio for tertiary education, rural, fourth quintile, female (%)","","","0.00","","","","","","","",""
"4.3","4.3.2","Gross attendance ratio for tertiary education, urban, fourth quintile, female (%)","","","44.58","","","","","","","",""
"4.3","4.3.2","Gross attendance ratio for tertiary education, both sexes (%)","","","35.40","","","","","","","",""
"4.3","4.3.2","Gross attendance ratio for tertiary education, rural, middle quintile, both sexes (%)","","","26.59","","","","","","","",""
"4.3","4.3.2","Gross attendance ratio for tertiary education, male (%)","","","40.45","","","","","","","",""
"4.3","4.3.2","Gross attendance ratio for tertiary education, poorest quintile, female (%)","","","4.27","","","","","","","",""
"4.3","4.3.2","Gross attendance ratio for tertiary education, middle quintile, male (%)","","","35.34","","","","","","","",""
"4.3","4.3.2","Gross attendance ratio for tertiary education, urban, poorest quintile, male (%)","","","5.99","","","","","","","",""
"4.3","4.3.3","Proportion of 15- to 24-year-olds enrolled in vocational education, female (%)","9.51","18.97","21.12","23.59","24.69","24.35","24.27","22.33","20.67","",""
"4.3","4.3.3","Proportion of 15- to 24-year-olds enrolled in vocational education, male (%)","12.10","22.84","24.51","26.46","27.20","27.30","25.80","24.87","23.16","",""
"4.3","4.3.3","Proportion of 15- to 24-year-olds enrolled in vocational education, both sexes (%)","10.82","20.93","22.84","25.04","25.97","25.85","25.05","23.63","21.94","",""
"4.4","4.4.1","Proportion of youth and adults who have created electronic presentations with presentation software (%)","","","15.86","18.36","23.52","27.69","","29.39","","",""
"4.4","4.4.1","Proportion of youth and adults who have used copy and paste tools to duplicate or move information within a document , both sexes (%)","","","36.21","","","","","","","",""
"4.4","4.4.1","Proportion of youth and adults who have wrote a computer program using a specialised programming language, both sexes (%)","","","3.65","1.94","2.53","2.84","","3.16","","",""
"4.4","4.4.1","Proportion of youth and adults who have transferred files between a computer and other devices, both sexes (%)","","","27.73","25.66","31.30","37.06","","38.18","","",""
"4.4","4.4.1","Proportion of youth and adults who have copied or moved a file or folder (%)","","","37.01","30.43","36.97","42.49","","42.36","","",""
"4.4","4.4.1","Proportion of youth and adults who have copied or moved a file or folder, female (%)","","","","","29.01","34.09","","34.56","","",""
"4.4","4.4.1","Proportion of youth and adults who have created electronic presentations with presentation software, female (%)","","","","","18.84","22.24","","24.65","","",""
"4.4","4.4.1","Proportion of youth and adults who have wrote a computer program using a specialised programming language, male (%)","","","","","3.61","4.04","","4.52","","",""
"4.4","4.4.1","Proportion of youth and adults who have created electronic presentations with presentation software, male (%)","","","","","28.23","33.17","","34.16","","",""
"4.4","4.4.1","Proportion of youth and adults who have copied or moved a file or folder, male (%)","","","","","44.98","50.93","","50.21","","",""
"4.4","4.4.1","Proportion of youth and adults who have transferred files between a computer and other devices, male (%)","","","","","38.87","45.05","","45.69","","",""
